employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition
258,21,1,2,2,3,1,14678,61,10,11,1,1,4,1,17,1,2,31,11,3,2,3,34,2,1
259,54,0,0,2,3,4,8701,90,27,13,9,2,2,1,38,1,6,47,6,3,3,2,25,1,0
260,35,1,2,3,0,3,15931,69,9,3,2,4,5,1,35,1,7,49,12,4,1,2,2,3,0
261,55,0,2,0,1,4,12463,23,2,10,5,3,2,2,39,0,8,47,6,3,4,1,40,4,0
262,52,1,1,4,2,1,18002,68,26,4,9,4,1,4,6,1,3,58,5,3,4,1,10,1,0
263,23,0,2,4,0,1,18588,78,15,9,0,3,3,3,75,1,2,51,16,2,2,4,14,1,0
264,52,0,1,4,2,3,18203,53,27,7,2,3,5,2,18,1,2,42,13,2,3,4,3,1,0
265,33,0,2,3,0,3,9971,97,15,6,2,1,2,3,36,0,2,36,6,1,2,2,9,2,0
266,40,1,0,4,0,1,4397,22,21,12,1,2,4,1,7,0,7,30,17,1,3,3,32,3,0
267,39,0,0,1,2,4,13157,41,16,9,0,4,1,1,73,1,4,31,0,2,2,2,30,2,0
268,27,1,0,4,0,5,7156,83,27,11,0,2,3,4,35,0,7,52,16,1,3,3,32,4,0
269,26,0,2,4,2,4,4530,47,2,13,0,3,4,4,70,0,6,48,19,1,2,4,3,1,0
270,22,0,2,1,3,5,3774,99,17,12,7,4,1,1,91,0,4,58,4,1,2,3,17,1,1
271,36,0,1,3,1,2,10985,24,11,2,5,4,5,3,40,0,5,45,10,1,2,2,49,4,0
272,52,1,1,2,0,3,11307,30,23,4,8,4,4,2,42,1,8,34,14,3,2,1,15,3,0
273,31,1,1,0,2,1,10342,25,18,9,2,2,2,1,81,0,6,31,12,2,1,4,22,4,0
274,41,0,1,3,2,2,18364,33,22,8,6,4,1,3,36,0,3,42,3,4,3,4,34,4,0
275,41,1,2,4,1,4,16510,78,23,1,5,1,1,1,64,0,8,57,1,1,1,2,46,4,0
276,49,1,2,2,1,5,18590,66,1,9,8,1,5,4,53,0,7,48,6,3,1,2,13,1,0
277,57,1,1,0,1,3,11014,91,27,13,8,2,1,3,92,1,4,40,14,1,3,4,18,2,0
278,57,0,2,0,0,5,3626,29,12,10,8,4,3,2,85,1,2,55,9,2,3,2,22,4,0
279,27,1,2,0,2,4,8961,56,25,2,6,1,2,4,21,0,2,51,19,2,2,4,46,3,0
280,46,0,2,1,0,4,16624,97,6,1,8,4,5,1,46,0,2,44,12,1,1,1,15,3,0
281,46,0,2,1,0,1,15810,93,18,2,6,3,3,1,44,1,2,43,0,3,3,1,15,1,0
282,53,0,1,2,3,2,17259,52,17,10,8,3,5,2,87,1,8,52,9,2,2,3,8,1,0
283,40,1,1,4,1,3,13613,63,17,11,1,4,5,1,24,1,5,33,3,2,3,2,47,3,0
284,49,0,2,2,3,1,8867,91,2,6,1,4,2,2,19,1,7,55,2,1,2,2,28,1,0
285,52,1,0,4,3,5,14023,98,28,2,6,4,1,2,29,0,7,42,2,2,1,3,48,4,1
286,47,1,1,3,0,2,12211,63,25,14,9,3,5,1,50,1,2,37,9,4,2,3,20,3,1
287,52,0,1,0,0,3,5006,93,18,1,5,1,4,3,70,0,8,44,14,2,3,3,44,2,0
288,24,0,0,0,2,5,12754,85,15,5,5,3,2,2,2,0,6,31,12,2,2,1,39,4,0
289,38,0,1,1,3,3,12033,69,1,14,4,4,2,1,69,1,8,49,14,1,4,1,16,4,0
290,23,1,0,3,1,3,5203,36,29,11,0,2,4,2,79,1,3,58,13,4,4,2,22,4,0
291,54,1,0,3,3,2,18064,57,20,2,6,1,2,4,76,1,3,50,18,2,2,1,31,2,0
292,36,0,2,4,2,5,6197,64,14,11,1,2,5,3,6,1,3,32,1,4,4,2,14,4,0
293,47,0,1,3,3,1,12901,98,13,4,7,3,3,3,28,1,9,33,6,4,3,4,44,2,0
294,49,1,0,1,3,1,8666,33,25,11,9,1,1,2,54,1,6,34,11,4,4,3,26,3,0
295,48,1,2,4,3,1,12256,86,12,14,6,1,3,3,74,1,9,34,19,1,3,4,46,3,0
296,25,0,1,2,2,3,15473,32,8,11,1,2,2,2,1,0,2,42,1,1,4,3,19,4,1
297,54,1,2,4,3,4,4718,24,7,11,1,2,4,4,87,1,9,49,2,3,2,3,15,3,0
298,56,1,2,2,0,2,14524,64,8,8,9,2,2,3,25,1,3,41,15,3,3,3,48,1,0
299,43,1,0,4,3,1,18765,63,18,10,7,2,2,1,44,1,8,52,7,4,4,1,29,2,1
300,48,1,1,0,0,2,5593,55,21,11,4,1,2,3,53,0,3,31,15,2,4,3,36,1,0
301,50,1,2,2,3,3,3698,29,28,6,7,3,1,3,37,0,4,45,8,1,3,3,34,4,0
302,54,1,0,1,0,2,10568,37,15,8,0,2,2,2,8,1,9,50,18,3,3,4,24,3,1
303,52,0,0,2,3,1,4225,90,28,5,8,4,2,1,99,0,4,32,17,4,2,3,14,3,0
304,40,1,2,2,1,1,16180,41,7,2,7,1,2,1,69,0,6,54,2,1,2,4,5,4,0
305,51,0,2,4,0,3,5702,20,1,1,5,2,4,3,53,1,7,49,3,4,1,1,1,3,0
306,42,0,0,0,1,3,5204,38,6,12,7,4,5,1,46,1,2,32,14,1,1,1,35,3,0
307,52,1,2,4,0,5,5228,23,23,8,0,3,2,1,93,0,7,40,0,2,1,4,44,4,0
308,22,0,2,4,3,3,13648,88,16,1,7,3,2,3,77,0,4,35,17,2,1,3,29,1,1
309,37,0,1,0,2,4,7948,76,24,10,0,2,2,1,47,1,7,43,4,2,3,3,31,4,0
310,44,0,0,4,3,4,6099,81,21,9,3,4,1,3,77,1,3,54,19,2,4,3,25,2,0
311,50,1,2,0,2,1,16158,84,14,4,9,2,4,4,77,0,1,57,15,4,2,1,17,2,0
312,22,0,0,1,1,3,15899,92,8,6,2,1,3,1,23,0,9,33,1,1,2,1,49,3,0
313,59,1,1,0,2,4,11793,56,10,6,2,1,5,1,81,0,7,59,4,1,4,4,6,4,0
314,43,0,0,3,2,4,13256,74,27,3,9,1,2,1,1,0,2,31,19,3,2,2,48,4,0
315,51,0,0,0,2,5,9978,97,17,1,8,2,3,2,95,0,5,44,16,4,2,1,27,4,0
316,41,0,0,0,2,3,15098,62,15,6,7,2,3,4,89,1,4,37,19,1,4,1,13,2,0
317,42,0,1,3,1,5,3545,70,14,10,9,2,1,3,30,1,7,41,5,2,1,3,21,2,0
318,21,1,1,0,2,2,8932,19,20,5,7,3,1,1,20,1,2,43,16,2,1,4,10,2,0
319,46,0,0,2,3,5,9203,93,29,4,6,3,3,1,92,0,8,56,11,4,2,1,44,1,1
320,21,0,0,4,0,2,11375,68,11,9,7,4,2,3,77,0,7,47,19,3,4,1,40,1,1
321,45,1,1,4,0,2,17240,52,6,13,7,2,5,4,63,1,3,58,10,3,4,2,34,4,0
322,36,1,2,1,3,3,14462,33,4,4,9,1,2,4,48,1,6,43,17,2,4,1,46,3,0
323,59,1,1,1,1,2,6303,83,29,1,5,1,4,3,46,0,9,33,7,4,2,1,15,3,1
324,52,0,0,3,3,2,14827,87,5,10,7,2,4,3,0,0,1,47,14,2,3,3,23,3,0
325,28,1,2,2,3,5,6286,85,11,13,1,4,4,1,33,0,1,54,10,2,1,3,32,1,0
326,58,1,2,1,2,3,10489,38,12,6,6,1,2,3,31,0,9,42,8,1,4,2,22,2,0
327,48,1,2,4,2,3,18767,94,11,13,2,4,1,2,62,1,1,46,2,4,3,3,42,4,0
328,45,1,1,1,1,2,4711,24,18,7,7,2,3,1,62,1,1,30,10,3,2,1,48,2,0
329,54,1,1,1,1,5,8496,99,7,1,4,3,3,1,51,1,2,45,8,1,2,1,30,2,0
330,44,1,1,0,0,5,15915,35,25,9,4,1,2,3,38,0,3,36,5,2,4,2,27,4,0
331,43,0,1,1,1,5,5250,29,23,10,2,4,2,3,75,0,4,52,11,1,1,2,31,2,1
332,32,1,0,3,3,5,18396,78,1,2,0,3,5,2,47,1,4,37,0,2,4,4,4,1,0
333,26,0,2,4,0,1,7383,27,16,7,1,4,4,2,2,0,3,48,15,1,3,3,40,2,1
334,55,1,0,3,0,2,10451,85,18,11,1,3,2,1,13,1,8,43,12,4,3,1,34,2,1
335,39,1,1,3,2,2,12260,54,12,8,6,2,5,1,85,1,4,49,18,3,2,3,25,3,0
336,20,1,1,2,2,2,7677,22,11,8,1,3,5,3,25,1,9,56,15,1,1,4,46,3,0
337,27,0,0,0,0,3,6488,52,8,1,6,1,1,3,34,0,9,48,17,1,4,3,20,3,0
338,35,1,2,3,2,3,6212,66,1,10,0,2,4,2,86,0,4,55,13,3,4,4,24,4,0
339,33,1,2,2,2,5,3916,16,16,1,1,2,3,2,3,0,4,47,18,2,3,2,23,3,1
340,31,1,1,4,2,3,14430,36,2,10,6,1,2,4,44,1,3,51,7,1,3,1,45,2,0
341,42,1,1,4,0,4,9269,18,21,4,6,3,1,4,25,1,4,58,11,3,3,1,6,1,0
342,34,0,1,2,0,2,15759,66,6,2,1,2,1,2,52,1,5,48,10,2,2,3,13,3,0
343,47,0,1,3,0,2,9042,21,17,10,9,2,5,3,63,0,2,43,4,2,2,1,5,4,0
344,53,0,2,3,3,1,11812,15,17,12,6,2,3,2,25,1,6,33,15,3,2,4,1,1,0
345,21,0,0,0,0,1,17705,97,2,4,8,4,1,3,89,0,7,46,18,3,4,4,33,3,0
346,51,0,2,0,2,4,9731,72,19,6,7,1,4,3,93,1,2,40,5,3,1,2,8,1,0
347,42,1,0,4,0,1,14539,76,9,3,5,1,1,2,28,1,8,53,8,1,2,3,42,4,0
348,41,1,1,0,3,5,19448,80,3,10,3,2,5,3,95,1,4,47,1,1,4,4,9,3,0
349,44,1,1,2,2,5,6698,69,24,12,2,2,1,3,60,1,4,42,4,2,4,2,17,3,1
350,41,0,0,4,1,2,3201,27,22,3,7,1,5,3,13,0,7,38,10,4,2,1,31,2,0
351,41,1,1,3,0,5,7237,42,10,11,2,3,1,2,92,1,9,36,15,1,3,1,31,2,0
352,25,0,2,4,0,1,19334,28,5,1,4,2,4,4,52,1,7,36,7,2,2,2,6,3,0
353,34,1,1,1,1,4,5864,17,9,12,2,4,2,3,58,0,5,30,1,2,1,3,44,4,0
354,56,0,1,4,2,5,9360,30,24,5,8,1,2,3,68,0,2,31,0,2,2,1,10,2,0
355,52,1,1,0,0,2,18326,60,14,12,6,3,1,4,29,0,2,59,8,3,2,1,6,1,0
356,27,1,1,2,3,2,18945,17,11,7,2,3,3,4,21,0,6,50,7,3,2,3,15,2,0
357,24,1,2,3,2,1,8412,17,19,12,9,1,2,2,95,0,5,40,19,3,4,2,1,4,0
358,58,1,0,3,0,5,12349,55,23,11,6,4,1,4,80,0,9,32,16,4,2,3,24,4,0
359,23,0,1,0,2,1,9427,43,16,6,3,2,2,3,93,0,5,37,12,2,3,2,8,3,0
360,25,1,1,0,0,2,3101,54,14,12,0,1,5,2,5,1,2,40,12,1,1,1,19,3,0
361,51,1,2,0,1,4,3376,33,14,4,3,4,1,2,4,0,1,54,17,4,2,3,30,2,0
362,49,1,2,1,0,5,11397,34,4,6,9,1,1,4,40,1,6,33,19,3,2,1,44,1,1
363,54,0,2,2,2,4,14916,35,8,3,7,3,2,3,99,1,3,51,6,4,4,2,34,4,0
364,59,1,1,1,0,5,18372,34,7,3,5,2,4,3,85,1,6,54,6,4,2,3,44,1,0
365,35,1,0,0,0,2,13249,61,3,7,0,3,1,1,46,0,9,50,8,4,4,3,29,2,0
366,32,1,2,2,2,5,6663,58,23,9,0,1,1,1,22,0,6,52,12,3,3,4,2,2,0
367,49,1,2,0,0,2,16478,16,22,1,3,4,4,3,76,1,7,47,4,1,4,4,46,1,0
368,38,1,2,2,0,3,4060,57,22,4,5,1,4,4,52,1,1,33,18,1,3,3,20,4,1
369,36,0,0,3,2,2,18701,71,14,12,3,2,4,2,39,0,6,54,9,2,3,4,8,2,0
370,38,0,1,1,1,2,8124,33,11,14,8,1,3,2,60,0,6,55,9,1,3,1,15,4,0
371,47,0,1,0,3,5,12081,78,26,10,1,1,3,4,79,0,1,44,14,1,3,3,22,1,0
372,45,1,1,0,3,4,15690,60,19,5,5,3,4,4,13,0,2,47,18,1,1,2,2,4,0
373,56,0,2,4,3,2,3810,55,4,2,6,2,3,1,21,0,6,49,19,1,2,1,23,1,0
374,45,1,1,3,3,5,12250,81,29,10,3,1,4,2,67,1,3,38,13,2,2,2,17,1,0
375,42,1,2,0,3,2,13038,28,4,12,4,2,5,4,80,0,3,38,17,1,2,3,13,3,1
376,28,1,0,1,3,1,7412,34,22,11,4,2,5,1,2,0,2,44,17,4,3,4,10,4,1
377,31,1,0,3,2,1,7398,49,29,3,1,4,1,2,66,0,4,35,13,2,1,4,42,4,0
378,20,0,1,0,2,1,12317,39,25,5,4,4,1,3,72,0,1,35,14,1,2,1,29,2,0
379,20,0,2,1,2,1,3657,18,21,8,9,3,4,4,37,1,1,31,18,4,2,2,17,3,1
380,53,0,2,4,0,4,3052,71,8,3,4,3,4,2,6,1,8,59,15,2,1,2,11,3,0
381,51,1,1,4,1,2,15632,16,21,12,4,4,3,2,12,1,8,41,2,2,2,2,32,3,0
382,44,0,0,1,1,1,3986,80,15,14,3,1,1,2,95,0,9,48,3,2,3,1,45,4,1
383,59,0,0,3,3,5,11402,35,16,3,9,1,3,1,54,1,8,59,0,3,1,2,5,2,1
384,20,1,0,1,3,1,3775,66,22,6,3,2,2,1,1,0,2,46,6,1,3,1,41,1,0
385,35,0,0,1,2,3,12106,89,22,8,6,3,4,2,36,1,2,54,4,2,1,1,6,4,0
386,58,1,0,4,1,3,15470,92,4,1,5,4,1,3,76,0,2,45,16,1,4,4,9,3,0
387,24,0,1,4,0,4,3505,95,10,7,7,1,1,3,92,0,7,42,19,2,3,2,24,4,1
388,41,0,1,4,0,3,6298,29,26,13,0,4,3,3,76,1,3,31,6,2,1,3,6,4,0
389,48,0,1,0,2,5,13429,60,5,7,9,2,5,4,49,0,6,51,1,1,3,2,1,2,0
390,22,1,0,0,3,1,18957,45,4,3,1,4,4,1,19,1,5,58,9,2,4,4,28,1,0
391,31,0,0,2,1,3,14105,76,2,3,1,2,4,3,48,1,5,33,16,4,4,3,45,4,0
392,45,0,1,0,0,3,19148,48,18,9,1,3,4,1,10,1,4,39,9,2,2,3,33,2,1
393,35,0,1,3,3,4,19644,50,8,10,2,1,5,2,49,0,6,48,9,3,3,2,41,3,1
394,56,0,0,3,1,3,4951,58,15,12,5,1,4,1,40,1,3,57,8,3,4,1,19,4,1
395,41,1,2,4,0,1,5370,77,4,11,2,1,5,4,72,1,7,55,14,3,1,2,33,2,0
396,48,1,1,1,3,2,9153,91,13,14,6,3,5,3,3,0,5,55,13,3,4,1,35,2,1
397,33,0,0,4,0,1,18300,32,14,1,2,2,3,2,42,1,6,43,15,4,3,4,6,1,1
398,47,0,0,1,3,3,11279,95,9,1,5,1,4,4,78,0,1,34,8,4,4,3,40,2,0
399,24,0,1,4,3,3,14581,59,28,2,1,3,5,2,99,0,9,56,0,1,2,3,35,4,0
400,49,1,2,4,3,3,5734,53,6,6,1,1,5,2,30,0,2,40,19,4,4,3,20,2,0
401,24,0,0,3,1,4,5256,40,12,14,2,1,3,4,1,1,5,41,6,1,2,4,8,4,1
402,31,0,1,1,2,5,5969,92,28,8,7,3,4,2,11,0,9,38,3,4,2,1,47,3,0
403,35,1,0,2,3,1,18977,89,13,11,8,1,2,4,84,1,5,34,8,1,3,4,43,3,0
404,45,1,0,2,3,3,13502,38,21,10,1,1,5,3,29,0,8,44,1,2,4,1,20,4,0
405,45,1,0,4,0,2,19362,72,23,13,6,4,1,2,43,1,3,51,14,3,2,1,13,1,0
406,40,0,0,4,0,4,6277,64,6,1,0,4,3,4,86,1,5,34,17,1,1,3,7,4,0
407,58,1,2,3,1,5,14760,86,20,12,3,2,3,1,74,1,9,38,6,4,2,2,43,2,1
408,55,1,1,1,2,3,6969,53,26,1,5,3,3,2,35,1,9,44,19,3,1,2,16,4,0
409,52,0,1,4,0,1,13909,86,25,2,6,4,4,4,24,1,8,52,11,2,3,3,33,3,0
410,49,1,1,2,1,2,10920,45,22,12,2,4,2,1,70,0,6,34,8,4,2,3,26,1,1
411,56,0,1,1,1,4,4488,97,19,7,2,1,1,2,49,1,3,54,15,3,3,1,21,2,1
412,42,0,1,4,1,1,13259,50,20,4,4,4,3,4,71,1,6,41,11,3,3,2,11,3,1
413,29,1,2,1,3,1,13807,53,20,1,2,2,5,4,21,0,9,52,10,3,1,4,47,4,1
414,24,0,0,3,2,4,14209,35,8,8,8,1,2,3,35,1,2,47,2,4,2,2,44,3,0
415,55,1,0,2,2,1,12323,37,5,4,1,1,2,2,2,1,5,53,17,1,2,4,6,3,0
416,53,1,1,1,2,2,5187,68,8,7,9,2,3,1,77,1,9,36,15,1,2,1,23,1,0
417,50,1,0,2,3,2,19654,50,13,11,6,1,1,3,26,1,8,47,13,2,4,3,25,4,0
418,29,0,0,4,3,1,19047,29,27,8,6,2,3,3,99,1,3,32,18,3,3,3,47,4,0
419,38,1,0,0,0,3,12788,16,24,1,2,2,1,4,89,0,2,58,0,4,2,4,16,3,0
420,51,0,1,1,0,1,14718,90,22,2,7,2,3,3,6,0,3,53,9,1,3,4,26,4,0
421,20,0,1,2,0,3,15571,84,13,13,2,4,3,4,36,0,7,42,9,4,3,2,26,3,0
422,24,0,2,1,1,1,19749,52,5,2,4,1,3,3,54,0,8,50,10,3,1,3,5,1,0
423,23,1,1,4,2,5,13723,79,14,11,0,3,4,4,43,0,7,47,4,3,3,1,10,1,0
424,35,0,2,4,3,2,3783,64,18,5,9,4,3,4,71,0,7,39,3,1,1,1,12,3,1
425,43,0,1,2,0,1,13403,15,15,5,3,3,2,4,59,0,8,36,7,1,4,2,20,2,1
426,35,1,0,3,1,2,10138,35,1,6,1,1,5,4,58,0,8,47,7,3,2,4,5,3,1
427,21,1,2,1,3,4,10159,71,7,2,4,2,5,3,51,1,5,48,19,2,4,2,24,2,0
428,47,0,2,1,1,5,8485,33,10,8,3,3,3,1,3,1,7,30,0,2,1,1,10,2,0
429,51,0,2,4,1,3,15361,43,28,1,3,4,4,4,1,0,9,38,12,2,1,3,9,2,0
430,46,1,1,1,1,4,19621,64,26,9,3,2,3,2,16,1,8,50,7,2,4,2,13,3,0
431,39,0,2,2,2,5,15075,48,27,5,4,3,3,1,84,1,9,54,19,3,3,3,24,3,0
432,43,0,1,0,3,4,13177,95,23,10,8,1,1,1,99,0,5,45,10,4,2,3,19,3,0
433,31,0,2,4,3,2,10058,96,2,8,8,3,2,2,83,1,4,46,2,1,1,2,22,3,1
434,54,0,1,0,1,5,18884,68,13,8,3,4,1,2,29,1,6,55,0,4,3,1,2,4,1
435,52,1,2,1,2,4,17569,46,3,2,8,1,5,4,47,1,6,47,4,1,4,1,1,2,0
436,52,0,0,3,1,3,4462,18,27,9,7,2,4,2,1,1,4,38,17,1,2,3,3,4,0
437,56,1,0,2,0,5,12413,44,8,6,4,4,1,3,78,0,5,43,9,4,4,4,47,2,0
438,31,0,2,1,3,5,14628,32,12,3,7,2,2,3,65,0,5,53,4,3,4,2,33,4,0
439,22,1,1,2,3,4,9296,83,4,1,6,1,2,4,26,1,6,46,17,2,4,3,25,2,1
440,20,0,1,1,2,1,4656,43,21,9,1,3,2,4,20,0,1,58,8,3,1,2,23,2,0
441,52,1,1,1,3,3,4131,26,23,3,9,4,5,3,88,0,2,56,2,4,4,2,6,2,1
442,59,0,0,1,3,3,3810,29,8,1,7,2,1,3,92,0,6,39,19,2,4,1,19,3,0
443,29,1,0,4,3,4,3055,93,1,5,8,1,2,2,4,0,5,39,11,2,4,4,45,4,0
444,48,0,0,0,2,2,6279,67,23,8,1,1,5,4,64,0,6,51,13,1,4,4,49,2,0
445,32,0,1,3,1,2,4533,49,3,13,1,3,4,2,24,0,8,50,0,4,2,3,44,4,0
446,31,1,1,0,3,1,7011,66,15,13,9,4,3,4,24,1,7,55,0,1,2,1,10,1,0
447,50,1,1,0,1,1,17635,67,15,14,8,3,4,2,47,0,1,48,0,4,1,2,37,3,1
448,21,1,2,2,2,4,8967,28,21,7,0,1,1,3,10,1,7,58,14,1,1,3,18,1,1
449,54,1,2,4,1,2,15516,32,28,5,2,3,4,2,96,0,2,49,0,4,2,2,37,4,0
450,42,1,2,4,0,3,18624,52,12,14,2,4,5,4,18,0,8,39,2,4,3,3,33,1,0
451,36,0,0,1,3,2,9609,52,1,13,5,1,1,1,17,0,9,54,11,2,2,2,35,4,0
452,45,1,0,0,2,4,9280,69,11,2,6,2,2,2,6,0,6,54,1,3,4,3,37,1,0
453,27,1,1,3,2,2,11431,25,19,2,2,1,5,3,86,1,7,51,9,2,2,2,4,4,0
454,48,0,2,2,1,5,5004,81,5,3,7,3,1,4,3,0,6,42,3,1,2,3,36,3,0
455,45,1,1,4,3,4,14961,67,17,6,1,3,1,2,20,1,4,54,5,4,3,4,32,2,0
456,29,1,2,1,2,5,8434,92,2,12,2,3,5,1,40,1,1,41,7,4,3,1,15,2,0
457,45,1,2,3,0,4,7246,58,13,13,9,3,4,2,76,0,5,41,13,1,1,3,48,4,0
458,53,0,1,0,1,3,6396,39,3,4,1,1,4,4,90,1,1,59,12,4,3,2,21,2,0
459,26,1,1,3,0,4,10570,76,13,12,1,4,2,3,5,0,8,57,3,2,1,3,21,2,0
460,23,0,2,4,0,4,11544,28,8,13,5,1,1,4,76,1,8,53,14,3,1,3,46,4,0
461,30,0,2,2,1,4,7561,61,21,9,2,4,4,3,62,1,1,37,19,3,1,4,26,1,0
462,48,1,0,0,0,4,4063,69,21,3,2,1,1,1,17,0,5,33,0,3,3,4,11,2,1
463,55,0,1,2,1,1,17989,97,13,6,8,1,4,1,26,0,4,50,12,3,1,4,41,1,0
464,44,1,1,3,1,5,4395,26,3,4,0,4,5,3,86,0,6,53,17,3,2,3,28,2,0
465,40,1,1,3,2,4,3052,21,25,1,8,3,5,1,45,1,3,32,3,4,1,2,24,1,0
466,55,1,1,1,2,4,5786,63,9,1,1,4,4,4,45,1,6,59,13,2,1,4,15,3,0
467,29,1,2,0,0,1,17675,28,28,13,1,4,5,1,94,0,7,53,13,2,2,3,30,3,1
468,56,1,0,3,0,2,4144,43,28,11,4,2,1,2,84,1,8,44,4,4,1,3,35,2,1
469,28,0,1,4,0,1,5112,61,2,13,5,2,5,4,88,1,9,42,1,4,1,4,30,4,0
470,43,0,2,4,0,1,16751,28,8,11,7,3,2,1,44,0,1,36,13,1,3,2,2,4,0
471,54,0,2,2,0,1,3295,65,1,13,0,2,4,4,42,1,2,37,15,2,1,2,27,3,0
472,54,0,2,4,2,4,17540,28,21,8,4,1,2,3,79,1,9,47,15,1,4,3,9,4,1
473,55,1,2,3,0,1,7742,22,15,3,9,2,5,1,49,1,4,30,6,1,1,3,37,4,1
474,37,1,2,4,0,1,9278,91,23,2,7,4,4,1,79,1,7,41,8,1,2,4,13,4,0
475,58,0,1,0,3,1,5425,79,8,1,1,1,4,1,20,0,6,39,8,2,4,2,31,1,0
476,51,1,1,2,1,4,10219,51,8,8,9,4,1,1,32,0,9,43,6,1,4,4,37,3,1
477,43,0,0,0,1,3,10011,82,22,14,8,1,1,1,91,1,8,47,11,1,3,4,39,2,0
478,42,0,1,3,2,3,5627,30,7,9,9,4,5,4,29,1,5,40,2,1,1,2,49,4,0
479,51,0,2,3,1,2,7805,97,20,1,3,1,1,1,0,1,1,34,15,1,2,4,23,2,0
480,56,0,0,4,0,4,19365,34,13,8,6,3,1,3,68,1,6,38,8,1,3,1,7,1,0
481,31,1,2,1,1,1,17199,81,26,11,0,4,2,2,32,0,3,53,13,3,2,4,7,4,0
482,32,1,2,1,2,1,11701,85,7,1,1,4,2,3,74,0,8,52,10,2,4,2,12,4,0
483,42,0,1,3,1,1,10935,46,7,10,0,1,2,4,71,1,1,49,2,1,2,1,17,2,1
484,44,0,2,3,1,3,9920,83,25,2,7,4,5,4,94,1,7,41,0,2,1,4,4,2,1
485,54,0,1,2,3,1,17261,99,11,12,0,3,4,2,84,0,1,45,5,3,3,3,13,4,1
486,49,0,2,3,3,1,4970,44,2,1,8,4,3,2,88,1,3,40,18,1,1,2,39,3,0
487,36,0,0,3,0,3,4551,34,11,13,6,3,5,3,17,1,5,32,17,1,1,2,16,2,0
488,39,1,2,2,1,1,19485,72,24,13,4,2,4,1,11,0,6,49,4,4,1,1,9,3,0
489,44,0,1,0,0,2,11083,43,25,13,0,2,1,4,11,0,8,44,2,3,3,1,40,1,0
490,41,0,2,0,1,5,14284,38,19,14,3,2,5,3,98,0,3,37,7,1,1,1,18,1,0
491,32,1,1,2,0,2,19916,15,24,2,2,3,4,4,63,1,8,53,19,4,1,1,25,3,1
492,38,1,1,2,0,4,3091,41,1,12,6,3,5,4,28,1,7,35,8,2,1,2,14,3,0
493,55,1,0,0,1,2,4819,35,29,14,0,1,1,1,77,1,4,41,17,1,2,2,39,4,0
494,31,1,1,0,3,2,7934,31,26,12,9,4,1,2,76,1,6,49,19,4,4,1,29,2,1
495,38,1,0,0,2,3,11696,46,21,2,3,3,5,4,18,1,4,32,2,3,1,1,31,4,0
496,31,1,0,0,0,4,7936,58,17,12,4,1,5,4,83,0,3,37,6,3,4,3,2,1,0
497,28,1,2,4,2,2,9868,36,1,5,2,2,3,2,1,0,2,55,18,2,4,3,12,2,0
498,26,1,0,2,1,5,13387,56,13,13,4,4,2,2,11,1,2,47,7,4,3,1,5,1,0
499,47,1,1,1,0,2,12125,97,6,10,3,3,4,1,43,1,6,37,19,3,1,4,44,2,0
500,33,0,1,4,1,1,13838,76,5,13,4,1,1,1,73,0,8,50,2,2,4,4,29,3,0
501,50,1,0,1,0,3,15692,62,21,3,8,1,1,2,35,0,8,38,6,4,3,2,7,4,0
502,38,0,2,1,3,1,10072,22,2,13,7,3,4,2,16,1,4,45,8,4,4,2,10,1,0
503,35,0,0,3,0,4,19773,16,10,1,7,2,5,3,6,1,9,39,19,4,3,4,15,1,0
504,24,0,0,2,0,4,11957,19,25,10,1,1,3,1,99,0,5,44,8,1,1,1,33,2,0
505,54,0,1,4,0,3,11539,42,28,2,2,3,4,2,17,1,4,37,8,4,3,2,28,4,1
506,31,0,2,2,1,2,14765,18,21,12,3,3,5,2,12,0,3,44,14,3,3,2,28,1,0
507,44,0,2,0,3,4,12537,67,19,4,9,1,1,3,76,1,3,57,15,4,4,1,4,3,0
508,40,0,2,2,1,5,18423,15,27,7,0,4,5,3,59,1,3,59,3,1,2,3,11,4,1
509,55,0,2,1,2,3,18513,93,7,12,8,4,2,4,11,0,6,48,17,2,1,3,27,2,0
510,42,1,1,0,3,1,14197,91,22,1,1,4,3,1,78,1,1,33,18,4,1,3,7,4,0
511,35,0,2,2,0,5,18754,95,15,5,1,1,2,3,47,0,8,41,14,1,3,4,38,2,1
512,58,0,2,2,0,3,11521,20,11,2,7,1,2,1,50,0,4,57,17,4,4,2,24,1,0
513,58,0,2,1,0,5,14726,69,6,13,9,3,5,2,66,1,5,38,9,4,2,1,46,3,0
514,33,0,1,0,2,3,6793,66,5,12,8,3,5,2,59,0,3,35,12,2,3,3,42,2,1
515,50,1,1,1,2,1,9064,91,4,8,0,3,4,2,9,1,5,54,4,1,3,3,24,1,0
516,24,0,2,2,0,2,17427,99,6,2,1,2,1,3,22,1,3,44,19,3,4,4,13,2,0
517,54,1,1,4,0,3,4245,38,7,4,9,2,3,2,3,1,1,48,16,1,1,4,7,4,1
518,42,1,0,4,2,4,5237,76,12,6,4,4,2,1,24,0,9,53,11,3,3,1,12,4,0
