employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition,sentiment_score,sentiment_label,feedback_text
703,48,1,2,4,1,4,5741,56,12,9,5,4,4,3,73,0,8,52,11,1,3,4,5,1,1,3.0,Positive,I am happy with my job and work-life balance.
704,23,1,2,1,3,4,9256,61,18,6,8,3,3,4,60,1,7,50,18,3,2,3,17,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
705,29,1,2,4,1,3,3228,67,23,3,0,4,5,2,22,1,4,54,12,3,2,4,37,1,0,3.5,Positive,I am happy with my job and work-life balance.
706,36,0,2,4,2,2,19678,73,13,14,3,3,3,4,36,0,2,59,9,2,4,2,14,1,0,3.0,Positive,I am happy with my job and work-life balance.
707,29,1,2,2,3,4,7284,52,5,7,9,1,1,2,40,0,2,33,14,1,4,1,39,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
708,36,1,2,2,3,5,16264,83,4,5,7,4,3,1,51,0,4,59,19,4,4,3,41,2,1,3.75,Positive,I am happy with my job and work-life balance.
709,39,1,2,1,2,5,16390,67,28,1,9,1,2,2,82,1,6,59,1,4,1,2,28,2,0,2.0,Neutral,"My job is okay, not too good or bad."
710,43,1,1,4,2,1,3918,29,14,3,8,3,4,3,81,0,3,42,18,1,4,3,31,3,0,3.0,Positive,I am happy with my job and work-life balance.
711,24,0,2,1,1,3,14445,40,8,5,2,2,5,3,48,0,6,39,2,2,4,2,17,4,0,3.25,Positive,I am happy with my job and work-life balance.
712,53,0,2,0,1,2,3498,62,9,7,1,4,1,3,26,1,5,46,13,3,4,1,35,1,0,3.0,Positive,I am happy with my job and work-life balance.
713,25,0,1,1,2,1,5809,33,25,3,3,4,4,1,5,1,5,43,6,3,3,4,40,3,0,3.5,Positive,I am happy with my job and work-life balance.
714,21,1,1,3,1,3,7961,23,19,6,1,1,3,2,73,0,2,53,7,4,2,2,22,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
715,32,1,1,1,2,4,12017,78,3,5,0,1,2,1,65,1,8,44,10,4,2,3,45,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
716,30,0,2,3,3,5,6779,68,5,13,2,2,3,4,23,0,5,37,19,4,4,3,48,4,0,3.25,Positive,I am happy with my job and work-life balance.
717,42,1,0,3,3,2,13050,65,21,1,6,4,4,4,37,1,2,52,5,3,2,2,29,1,1,3.25,Positive,I am happy with my job and work-life balance.
718,35,1,0,3,0,5,5118,53,26,10,0,3,1,4,27,0,7,53,10,4,3,1,10,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
719,50,0,1,0,3,4,9391,18,18,6,1,3,5,4,27,1,9,47,16,3,2,1,18,3,0,3.25,Positive,I am happy with my job and work-life balance.
720,30,0,0,1,2,3,3145,17,1,14,0,4,4,3,65,1,9,32,9,3,1,4,35,2,0,3.0,Positive,I am happy with my job and work-life balance.
721,35,0,1,1,1,4,16929,78,8,8,7,4,1,2,60,1,1,54,16,2,3,4,44,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
722,27,0,2,0,0,4,17917,43,19,13,4,4,4,3,45,1,7,46,1,2,2,3,16,3,0,3.0,Positive,I am happy with my job and work-life balance.
723,23,1,0,4,1,5,7565,25,17,13,7,2,2,2,68,0,9,53,5,2,2,3,49,3,0,2.0,Neutral,"My job is okay, not too good or bad."
724,59,1,2,2,2,2,19576,72,17,1,2,3,3,2,74,1,6,53,4,4,3,4,7,1,0,3.25,Positive,I am happy with my job and work-life balance.
725,23,0,0,1,3,4,9637,89,11,2,6,3,5,1,73,0,1,36,3,3,2,4,30,2,0,3.25,Positive,I am happy with my job and work-life balance.
726,44,1,2,2,0,5,11243,41,2,14,7,1,1,4,42,1,2,42,1,4,2,4,19,3,0,2.0,Neutral,"My job is okay, not too good or bad."
727,22,0,0,0,2,2,5410,35,6,4,5,1,5,2,58,1,4,59,11,3,4,2,23,2,0,3.25,Positive,I am happy with my job and work-life balance.
728,51,0,2,4,0,3,4820,53,22,12,6,4,5,4,1,0,4,56,2,2,1,4,8,2,0,3.0,Positive,I am happy with my job and work-life balance.
729,22,1,2,4,0,3,5521,60,14,2,1,1,5,4,14,1,2,45,5,2,3,2,17,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
730,46,0,0,4,3,1,8882,80,3,11,7,2,1,4,36,1,8,34,13,4,4,2,21,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
731,48,1,2,0,2,5,4867,50,12,9,4,3,1,3,70,0,2,33,7,3,2,4,26,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
732,51,1,2,3,1,2,10465,89,4,10,6,3,5,4,19,1,3,55,13,4,3,1,28,1,0,3.75,Positive,I am happy with my job and work-life balance.
733,38,1,2,3,0,4,14461,96,12,8,0,1,3,2,97,0,4,39,2,1,3,1,39,2,0,2.0,Neutral,"My job is okay, not too good or bad."
734,40,1,0,2,0,3,9103,79,13,8,4,4,4,3,34,1,9,42,15,4,1,3,33,3,0,3.25,Positive,I am happy with my job and work-life balance.
735,24,0,0,3,1,2,15197,77,2,4,0,1,5,4,33,1,1,39,14,2,1,4,40,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
736,37,1,2,3,2,5,18424,49,2,5,7,4,2,1,85,1,8,43,6,3,3,3,19,2,0,3.0,Positive,I am happy with my job and work-life balance.
737,47,0,2,4,0,1,19053,45,15,4,3,2,5,4,30,0,5,55,14,3,1,4,29,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
738,41,0,0,4,0,3,3240,42,23,13,3,3,1,4,86,1,7,51,12,4,1,3,20,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
739,40,0,0,2,0,2,7631,15,29,9,1,2,4,3,18,1,8,41,5,2,2,2,20,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
740,25,0,2,1,2,2,12599,39,17,13,4,3,2,2,67,1,5,56,14,1,1,4,10,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
741,20,1,2,2,2,2,14694,57,7,2,0,2,4,4,23,1,8,30,16,4,1,1,12,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
742,24,1,2,2,1,5,8077,98,28,13,8,1,4,3,83,1,8,58,3,3,4,4,33,3,0,3.0,Positive,I am happy with my job and work-life balance.
743,31,0,1,0,2,5,6768,81,14,11,4,2,2,3,38,1,9,50,13,2,2,3,25,3,0,2.0,Neutral,"My job is okay, not too good or bad."
744,45,0,0,0,2,5,12142,77,12,8,5,2,5,2,91,1,2,59,14,3,2,3,25,1,0,3.0,Positive,I am happy with my job and work-life balance.
745,53,1,1,2,3,4,10995,65,17,2,1,1,5,3,53,1,3,49,11,3,3,3,4,2,0,3.0,Positive,I am happy with my job and work-life balance.
746,33,0,0,2,1,2,16276,16,14,1,9,3,5,2,38,1,1,49,18,3,1,3,4,1,0,3.0,Positive,I am happy with my job and work-life balance.
747,45,1,0,2,0,3,15746,96,6,10,9,3,3,1,16,0,4,36,9,3,4,3,9,3,0,3.25,Positive,I am happy with my job and work-life balance.
748,46,0,0,3,2,5,14475,78,19,3,0,1,5,4,18,1,5,38,5,1,4,3,15,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
749,28,1,0,0,0,5,9568,88,24,9,3,2,2,3,47,0,1,37,8,2,2,1,26,2,0,2.0,Neutral,"My job is okay, not too good or bad."
750,45,0,0,2,0,2,5601,83,6,12,6,2,3,1,34,0,8,56,1,4,1,3,15,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
751,41,0,0,4,3,5,9080,23,27,3,5,2,5,3,31,0,2,42,3,2,4,1,26,4,1,3.25,Positive,I am happy with my job and work-life balance.
752,49,1,0,4,2,4,16854,16,18,9,9,4,3,3,46,1,1,43,8,2,3,4,28,3,0,3.0,Positive,I am happy with my job and work-life balance.
753,36,0,1,3,1,4,5159,48,24,7,0,3,2,1,46,0,2,41,14,2,1,2,7,3,0,2.0,Neutral,"My job is okay, not too good or bad."
754,45,0,2,3,2,5,11313,74,5,13,0,2,5,3,63,0,5,37,12,4,1,1,32,3,0,3.0,Positive,I am happy with my job and work-life balance.
755,55,1,2,1,0,2,7368,75,24,10,7,3,1,3,45,0,9,50,19,2,1,4,12,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
756,20,0,1,1,1,2,4317,45,24,1,3,2,2,1,34,1,9,51,7,4,4,2,35,4,0,3.0,Positive,I am happy with my job and work-life balance.
757,27,1,1,1,2,2,16272,24,6,10,4,1,4,3,93,0,2,47,18,4,2,1,32,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
758,54,1,1,3,0,1,4230,90,2,5,6,1,4,2,16,1,2,45,18,1,2,1,9,1,0,2.0,Neutral,"My job is okay, not too good or bad."
759,34,0,1,3,0,5,4301,50,8,9,7,3,2,3,41,0,3,58,15,3,3,4,14,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
760,41,0,0,3,3,2,18927,99,15,12,9,3,4,4,28,0,7,40,10,4,4,3,13,2,0,3.75,Positive,I am happy with my job and work-life balance.
761,33,0,2,4,3,4,4910,63,15,3,6,1,2,3,69,1,3,45,9,3,1,1,44,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
762,45,0,0,3,3,3,17904,84,11,9,1,4,1,4,16,1,1,43,7,2,3,1,33,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
763,47,0,2,4,0,3,11107,63,22,5,3,1,2,4,80,0,6,32,0,3,3,4,32,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
764,42,0,2,1,2,2,5757,17,22,9,9,2,5,3,13,0,3,50,9,3,2,3,19,3,1,3.0,Positive,I am happy with my job and work-life balance.
765,33,0,1,1,3,3,9464,88,24,10,0,4,5,1,23,0,1,31,17,3,1,2,30,1,1,3.25,Positive,I am happy with my job and work-life balance.
766,43,1,0,1,2,3,19562,19,1,6,9,1,3,2,56,1,4,32,2,2,1,3,16,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
767,21,0,1,2,3,1,12088,75,18,9,8,4,4,2,49,1,1,33,10,2,4,3,12,2,0,3.5,Positive,I am happy with my job and work-life balance.
768,45,1,0,2,1,4,18124,99,12,7,2,4,4,3,56,0,1,51,17,4,4,4,10,1,1,4.0,Positive,I am happy with my job and work-life balance.
769,33,0,2,0,1,4,17260,40,12,7,2,4,2,1,60,0,2,34,2,4,4,3,2,3,0,3.5,Positive,I am happy with my job and work-life balance.
770,26,0,1,0,3,1,12743,86,25,8,9,3,4,1,38,1,8,39,7,1,3,4,18,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
771,22,1,1,0,0,1,11683,19,11,7,8,1,5,2,54,1,2,49,13,2,1,2,13,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
772,42,0,2,2,3,3,3060,29,28,12,9,3,1,1,95,0,2,58,5,1,2,1,29,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
773,37,0,2,2,3,5,12269,30,8,9,2,3,2,3,35,1,8,31,14,2,3,1,24,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
774,57,1,2,0,0,3,5895,15,28,11,7,2,4,3,36,0,6,41,13,3,3,4,38,4,0,3.0,Positive,I am happy with my job and work-life balance.
775,54,0,1,0,1,1,18323,30,7,9,1,2,5,1,13,1,4,56,6,1,2,4,12,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
776,34,0,0,3,2,4,15352,51,23,6,2,4,3,3,26,0,3,34,9,1,2,3,29,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
777,44,0,1,0,3,3,14875,17,21,7,1,4,4,4,82,0,1,34,14,1,4,3,22,4,0,3.25,Positive,I am happy with my job and work-life balance.
778,56,1,0,3,0,5,19969,66,2,2,0,2,1,2,30,0,3,56,9,2,2,1,36,4,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
779,47,0,1,4,3,3,8823,61,11,9,1,2,1,3,72,1,9,52,16,4,2,1,1,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
780,29,0,1,2,0,2,14962,27,22,12,7,1,4,1,80,0,5,30,18,1,2,1,43,4,1,2.0,Neutral,"My job is okay, not too good or bad."
781,58,0,2,0,2,3,3534,94,10,13,8,4,4,2,82,0,6,33,16,4,2,4,40,2,0,3.5,Positive,I am happy with my job and work-life balance.
782,36,0,0,2,2,1,7011,69,3,1,1,4,5,3,43,1,5,56,11,2,4,2,34,1,0,3.75,Positive,I am happy with my job and work-life balance.
783,58,1,1,2,1,4,5155,35,20,1,6,2,4,2,67,0,1,50,14,1,3,2,34,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
784,41,1,1,2,0,4,9957,80,29,3,4,1,3,1,47,0,1,53,11,2,1,4,48,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
785,45,0,2,4,0,1,12196,68,10,12,2,2,5,4,56,0,4,41,8,4,1,3,33,2,0,3.0,Positive,I am happy with my job and work-life balance.
786,44,0,2,1,1,2,13691,41,28,6,8,2,2,4,74,1,3,41,4,4,3,2,4,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
787,36,1,0,0,1,1,16327,52,27,5,5,3,3,3,21,1,8,45,3,1,1,3,38,1,0,2.0,Neutral,"My job is okay, not too good or bad."
788,32,1,1,1,0,3,5706,72,18,2,0,4,5,4,3,1,7,53,11,4,1,1,30,1,0,3.5,Positive,I am happy with my job and work-life balance.
789,39,0,0,1,1,1,3001,76,14,9,4,1,5,3,80,1,7,46,15,3,3,1,46,1,0,3.0,Positive,I am happy with my job and work-life balance.
790,44,1,1,1,2,1,12225,60,18,14,6,3,1,2,71,0,8,50,8,3,1,3,20,1,0,2.0,Neutral,"My job is okay, not too good or bad."
791,23,0,0,2,3,2,17820,25,28,13,3,4,5,3,45,1,7,39,2,1,1,1,26,4,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
792,29,1,2,3,2,3,13891,86,24,10,7,2,3,3,58,1,2,46,2,2,3,4,15,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
793,22,1,1,2,1,5,4861,22,8,14,9,1,4,3,33,1,4,46,17,2,1,3,7,4,0,2.0,Neutral,"My job is okay, not too good or bad."
794,37,1,0,2,0,5,8269,85,10,4,4,4,3,4,10,0,6,47,16,2,2,3,7,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
795,55,1,2,1,0,4,14112,78,22,4,8,2,2,3,30,0,3,31,9,3,3,3,29,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
796,41,0,2,2,2,1,18699,35,13,5,8,3,5,1,10,0,3,54,1,4,4,2,23,4,0,4.0,Positive,I am happy with my job and work-life balance.
797,53,1,0,1,0,4,11320,86,21,8,8,1,5,3,55,1,6,33,10,3,1,3,34,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
798,27,1,1,3,1,2,19821,77,8,10,0,4,5,2,37,0,1,48,2,4,4,3,20,4,0,4.25,Positive,I am happy with my job and work-life balance.
799,59,0,1,0,2,5,13740,99,4,4,1,3,5,1,20,0,1,40,1,3,1,3,15,4,0,3.0,Positive,I am happy with my job and work-life balance.
800,38,1,2,1,0,1,6129,78,27,5,2,2,1,2,93,1,5,46,8,2,2,2,33,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
801,56,1,1,3,3,2,17380,34,4,12,3,2,1,2,9,0,1,41,18,2,3,1,17,2,1,2.0,Neutral,"My job is okay, not too good or bad."
802,25,0,1,0,3,2,14360,22,5,4,9,4,4,2,25,1,8,31,1,2,4,2,20,4,1,3.5,Positive,I am happy with my job and work-life balance.
803,45,1,1,4,1,1,8398,72,1,14,8,2,5,1,90,1,2,35,18,1,3,4,13,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
804,53,0,2,1,0,2,8529,60,17,6,9,1,2,1,7,0,6,38,1,1,4,3,44,2,0,2.0,Neutral,"My job is okay, not too good or bad."
805,25,0,0,1,1,1,6918,45,2,12,5,4,4,4,7,1,5,34,14,4,1,4,24,2,0,3.25,Positive,I am happy with my job and work-life balance.
806,56,0,1,4,2,1,19410,23,8,3,0,3,5,1,59,1,4,49,2,1,2,2,47,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
807,52,0,2,4,3,3,9937,29,7,8,8,4,1,3,71,1,1,58,4,3,4,1,37,2,0,3.0,Positive,I am happy with my job and work-life balance.
808,41,1,2,1,2,4,10118,40,15,6,5,4,2,2,33,1,3,50,10,3,4,1,7,4,0,3.25,Positive,I am happy with my job and work-life balance.
809,40,0,0,4,0,2,19931,24,26,10,3,3,4,4,15,1,4,38,6,4,2,3,8,1,1,3.25,Positive,I am happy with my job and work-life balance.
810,25,1,1,2,1,2,13860,43,25,5,3,2,2,1,12,1,2,57,5,4,2,1,23,4,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
811,25,1,1,0,1,3,8338,94,5,13,2,3,5,2,86,0,2,58,13,2,2,2,14,3,0,3.0,Positive,I am happy with my job and work-life balance.
812,23,1,0,0,1,3,15472,50,2,2,6,1,3,1,75,1,2,52,0,1,2,2,4,1,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
813,49,1,0,0,2,3,6140,98,7,10,2,2,2,4,90,1,1,37,16,2,2,1,21,2,0,2.0,Neutral,"My job is okay, not too good or bad."
814,30,1,2,2,3,5,10996,51,8,10,1,4,2,1,21,1,2,49,16,1,3,3,46,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
815,49,1,2,4,2,5,18489,85,28,7,9,2,1,1,95,1,6,56,13,1,1,3,10,3,0,1.25,Negative,I am dissatisfied with my job and work-life balance.
816,50,1,0,3,2,5,17201,37,7,2,7,2,5,2,26,0,3,37,9,4,1,2,22,1,0,3.0,Positive,I am happy with my job and work-life balance.
817,43,1,1,4,0,1,10776,55,7,1,3,1,2,3,63,0,5,51,7,2,4,1,30,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
818,28,1,2,1,0,2,7943,94,28,7,7,2,5,1,1,1,1,50,7,2,2,2,30,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
819,22,1,2,0,0,4,15886,42,14,5,0,2,1,4,96,0,8,58,13,1,3,2,16,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
820,50,0,1,4,3,1,11997,62,21,1,4,2,5,1,25,1,4,57,6,1,3,4,11,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
821,59,0,2,3,3,2,10798,52,18,4,8,4,1,1,91,1,9,52,5,4,4,2,22,3,0,3.25,Positive,I am happy with my job and work-life balance.
822,56,0,1,1,0,2,11092,45,6,12,0,2,1,3,82,1,4,35,3,3,2,3,29,4,0,2.0,Neutral,"My job is okay, not too good or bad."
823,55,1,1,2,0,3,6225,28,4,13,3,3,4,2,68,1,2,32,0,2,1,1,25,4,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
824,43,0,1,2,3,3,14810,87,10,4,5,2,5,4,96,0,3,34,14,2,2,1,14,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
825,50,0,0,3,1,1,17914,91,18,10,9,1,3,2,83,0,5,38,14,4,3,4,14,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
826,25,0,0,1,3,3,5460,43,12,7,7,2,4,2,29,1,6,36,0,4,2,4,2,1,0,3.0,Positive,I am happy with my job and work-life balance.
827,21,1,0,0,3,2,11737,65,16,9,2,2,1,2,7,1,7,57,19,2,1,3,13,2,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
828,39,1,1,4,3,3,16920,63,25,2,4,4,3,1,37,0,4,33,2,2,1,4,3,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
829,47,1,1,1,0,5,13754,57,7,12,6,3,2,3,60,0,7,36,4,1,4,2,30,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
830,30,1,0,2,1,3,13833,86,6,14,0,2,2,1,80,1,3,34,4,3,3,2,18,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
831,23,0,2,3,3,2,6114,19,28,1,6,3,4,4,64,0,7,40,3,2,2,3,36,3,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
832,34,0,1,3,0,1,18360,56,5,2,7,1,3,3,66,1,4,58,16,4,2,1,21,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
833,25,0,2,4,2,4,12951,21,3,7,7,4,5,2,45,0,8,44,19,1,4,3,19,2,0,3.5,Positive,I am happy with my job and work-life balance.
834,49,0,2,3,2,3,5565,56,12,13,8,3,3,3,89,0,9,31,13,1,4,4,16,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
835,57,1,1,3,3,2,6174,50,15,10,5,4,4,4,94,0,7,42,7,4,4,1,28,4,0,4.0,Positive,I am happy with my job and work-life balance.
836,21,1,1,1,2,4,5630,41,10,6,5,2,5,1,71,0,8,51,1,4,3,1,4,1,0,3.5,Positive,I am happy with my job and work-life balance.
837,34,1,2,0,1,4,6161,72,26,4,1,1,5,1,42,1,8,45,7,1,2,1,15,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
838,30,0,2,4,2,5,7321,60,20,1,2,4,2,2,58,1,2,36,0,4,4,4,1,2,0,3.5,Positive,I am happy with my job and work-life balance.
839,27,1,0,1,2,4,16204,80,19,13,3,2,3,1,45,0,9,37,3,1,3,2,48,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
840,45,1,0,0,1,2,10099,39,16,1,3,3,5,1,71,1,6,35,18,4,2,2,47,4,0,3.5,Positive,I am happy with my job and work-life balance.
841,24,0,1,1,3,2,14360,87,28,5,7,1,4,4,34,0,4,53,4,1,1,4,16,4,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
842,25,0,0,1,3,3,13313,41,11,1,0,1,2,3,38,0,5,36,4,2,4,4,20,4,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
843,45,1,0,3,1,3,16502,15,8,12,9,3,5,1,91,1,5,47,19,2,3,3,33,4,0,3.25,Positive,I am happy with my job and work-life balance.
844,23,1,0,0,1,3,8801,88,3,7,3,3,3,4,50,1,7,59,18,4,2,3,17,1,1,3.0,Positive,I am happy with my job and work-life balance.
845,38,1,0,4,1,4,17130,56,23,13,3,1,2,4,3,1,9,51,11,3,2,2,5,4,0,2.0,Neutral,"My job is okay, not too good or bad."
846,39,1,2,4,2,4,17271,66,7,11,0,4,3,2,79,0,7,54,19,2,4,4,5,3,0,3.25,Positive,I am happy with my job and work-life balance.
847,52,1,1,0,1,5,19075,39,23,1,2,1,3,4,76,1,9,57,0,1,4,3,39,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
848,39,1,0,3,0,3,7151,68,29,1,4,3,3,2,83,1,4,51,6,3,2,4,13,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
849,31,0,2,2,2,1,11911,81,7,2,5,4,2,1,50,1,4,49,16,1,3,4,44,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
850,20,0,2,1,3,5,15861,20,14,13,8,2,5,2,4,1,6,36,1,1,1,2,36,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
851,45,0,2,3,3,1,3666,72,2,14,8,1,1,4,54,0,8,32,10,2,2,2,30,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
852,33,1,0,0,3,4,19667,84,10,11,8,3,5,3,19,0,9,34,6,4,3,4,4,4,1,3.75,Positive,I am happy with my job and work-life balance.
853,57,0,0,1,2,5,8840,67,19,12,0,2,2,3,23,0,1,30,16,4,4,1,23,2,0,3.0,Positive,I am happy with my job and work-life balance.
854,56,1,1,4,0,5,6565,80,26,10,8,1,1,1,35,0,1,44,2,1,2,1,21,3,0,1.25,Negative,I am dissatisfied with my job and work-life balance.
855,30,1,0,2,1,2,13426,72,9,3,7,1,1,1,33,0,8,55,5,2,4,4,21,3,1,2.0,Neutral,"My job is okay, not too good or bad."
856,55,0,0,4,1,4,10366,96,16,13,1,4,1,3,53,0,7,32,10,1,1,2,6,2,1,1.75,Negative,I am dissatisfied with my job and work-life balance.
857,32,1,2,0,3,4,18630,16,19,11,0,3,4,2,33,0,9,37,17,3,4,1,24,1,0,3.5,Positive,I am happy with my job and work-life balance.
858,22,1,1,1,3,5,10382,90,18,1,0,2,2,1,82,1,3,54,17,1,1,2,47,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
859,52,0,0,0,2,4,19149,36,9,9,5,1,4,4,16,0,5,38,9,2,4,1,31,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
860,25,0,0,1,0,5,18871,51,16,10,8,4,1,1,4,0,3,44,4,1,4,4,19,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
861,29,0,2,3,1,2,16273,34,13,8,6,2,4,2,88,0,5,39,14,2,1,3,38,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
862,24,1,2,2,2,5,3992,38,10,5,4,2,4,1,17,0,1,31,19,4,4,3,12,4,0,3.5,Positive,I am happy with my job and work-life balance.
863,42,0,0,3,1,4,9858,98,25,13,1,1,2,4,54,1,4,49,3,2,3,2,14,1,1,2.0,Neutral,"My job is okay, not too good or bad."
864,29,0,1,3,3,4,5121,79,20,11,0,2,3,4,52,0,6,34,0,3,4,2,12,2,0,3.0,Positive,I am happy with my job and work-life balance.
865,21,1,1,0,1,5,15388,79,14,2,1,1,4,4,49,0,2,48,14,2,2,1,15,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
866,32,0,2,2,0,5,7136,95,12,5,0,4,4,2,71,1,7,42,16,3,4,4,19,2,0,3.75,Positive,I am happy with my job and work-life balance.
867,59,0,2,1,0,5,19727,15,25,6,2,4,1,2,90,0,8,40,18,3,3,1,28,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
868,21,0,0,1,3,3,15653,17,19,14,5,2,1,4,78,0,1,30,13,1,2,4,40,3,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
869,39,1,2,4,0,4,18479,60,7,1,7,1,1,4,44,0,4,51,18,3,3,4,41,2,0,2.0,Neutral,"My job is okay, not too good or bad."
870,20,1,0,1,0,4,7823,69,23,11,2,3,5,2,12,0,4,59,17,2,2,2,5,2,0,3.0,Positive,I am happy with my job and work-life balance.
871,56,1,1,0,2,3,7920,89,15,4,9,4,4,2,15,0,5,44,1,4,4,3,5,1,1,4.0,Positive,I am happy with my job and work-life balance.
872,28,1,1,3,1,5,8471,78,16,9,8,1,1,2,85,0,4,55,5,2,3,3,6,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
873,36,0,0,3,3,2,12533,59,27,2,9,1,2,3,83,0,9,47,12,4,4,2,23,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
874,28,1,2,3,3,5,10127,40,8,5,4,1,5,2,12,1,7,45,16,3,2,3,3,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
875,30,1,1,2,3,5,6720,91,10,1,6,2,3,4,19,1,2,38,5,1,3,2,37,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
876,34,0,2,1,3,3,18696,79,4,4,7,3,4,3,65,0,1,30,4,3,1,1,33,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
877,43,0,1,0,3,4,4364,38,19,4,2,2,4,2,98,1,9,40,6,3,3,4,43,4,0,3.0,Positive,I am happy with my job and work-life balance.
878,57,0,0,2,0,5,5708,88,19,6,1,4,2,4,46,0,1,38,0,4,4,3,21,3,0,3.5,Positive,I am happy with my job and work-life balance.
879,54,1,0,4,2,4,15982,49,28,10,1,2,3,1,18,1,6,52,12,2,1,3,20,1,0,2.0,Neutral,"My job is okay, not too good or bad."
